,names,datetime,tmpc,relh,drct,sped,vsby
0,Faisalabad,2016-10-30 12:00:00,27.0,44.8,50.0,4.6,0.93
1,Faisalabad,2016-11-06 01:00:00,15.0,87.83,0.0,0.0,0.31
2,Faisalabad,2016-12-09 07:00:00,16.0,82.37,130.0,4.6,0.5
3,Faisalabad,2016-12-10 16:00:00,14.0,93.69,270.0,6.9,0.06
4,Faisalabad,2016-12-12 07:00:00,15.0,87.83,0.0,0.0,0.31
5,Faisalabad,2016-12-12 14:00:00,15.0,93.74,0.0,0.0,0.09
6,Faisalabad,2016-12-14 02:00:00,8.0,100.0,0.0,0.0,0.31
7,Faisalabad,2016-12-24 05:00:00,16.0,77.14,0.0,0.0,0.37
8,Faisalabad,2016-12-24 10:00:00,21.0,56.38,360.0,6.9,0.93
9,Faisalabad,2017-01-02 06:00:00,12.0,100.0,0.0,0.0,0.37
10,Faisalabad,2017-01-03 16:00:00,14.0,100.0,0.0,0.0,0.06
11,Faisalabad,2017-01-05 07:00:00,14.0,100.0,0.0,0.0,0.19
12,Faisalabad,2017-01-16 21:00:00,7.0,100.0,0.0,0.0,0.12
13,Faisalabad,2017-01-17 05:00:00,8.0,100.0,270.0,2.3,0.19
14,Faisalabad,2017-01-17 06:00:00,11.0,93.55,310.0,4.6,0.93
15,Faisalabad,2017-01-17 07:00:00,13.0,76.66,270.0,4.6,1.86
16,Faisalabad,2017-01-19 04:00:00,7.0,87.09,0.0,0.0,0.5
17,Faisalabad,2017-01-19 06:00:00,11.0,81.74,310.0,4.6,1.86
18,Faisalabad,2017-01-27 04:00:00,10.0,100.0,360.0,4.6,0.62
19,Faisalabad,2017-01-28 05:00:00,9.0,100.0,360.0,2.3,0.25
20,Faisalabad,2017-01-30 02:00:00,10.0,93.5,0.0,0.0,0.19
21,Faisalabad,2017-02-04 10:00:00,19.0,72.74,130.0,6.9,1.55
22,Faisalabad,2017-03-02 05:00:00,21.0,52.77,90.0,4.6,1.86
23,Faisalabad,2017-03-08 04:00:00,16.0,77.14,50.0,2.3,1.86
24,Faisalabad,2017-03-20 05:00:00,25.0,53.8,270.0,4.6,1.86
25,Faisalabad,2017-03-31 02:00:00,24.0,69.14,0.0,0.0,1.55
26,Faisalabad,2017-04-04 21:00:00,24.0,60.9,310.0,9.2,2.49
27,Faisalabad,2017-04-22 03:00:00,28.0,54.55,130.0,16.1,1.24
28,Karachi,2016-10-20 01:00:00,25.0,83.44,245.0,6.325,2.8
29,Karachi,2016-10-20 02:00:00,25.5,83.495,245.0,8.05,2.49
30,Karachi,2016-10-20 03:00:00,26.0,78.62,230.0,11.5,2.49
31,Karachi,2016-10-20 04:00:00,27.5,72.005,250.0,14.950000000000001,2.8
32,Karachi,2016-10-20 05:00:00,29.0,65.95,240.0,11.5,3.11
33,Karachi,2016-10-20 06:00:00,30.0,60.4,210.0,11.5,3.73
34,Karachi,2016-10-20 07:00:00,31.0,55.29,227.5,5.75,3.73
35,Karachi,2016-10-20 08:00:00,31.5,55.41,225.0,11.5,4.04
36,Karachi,2016-10-20 09:00:00,31.0,55.29,250.0,6.9,4.35
37,Karachi,2016-10-20 10:00:00,31.0,55.29,240.0,9.2,4.35
38,Karachi,2016-10-20 11:00:00,30.5,60.515,210.0,9.2,4.35
39,Karachi,2016-10-20 12:00:00,29.0,65.95,220.0,8.625,4.35
40,Karachi,2016-10-20 13:00:00,28.0,69.9,250.0,6.9,4.35
41,Karachi,2016-10-20 15:00:00,27.0,78.76,225.0,6.325,3.73
42,Karachi,2016-10-20 16:00:00,27.0,78.76,230.0,8.05,3.73
43,Karachi,2016-10-20 17:00:00,26.0,78.62,220.0,5.75,3.73
44,Karachi,2016-10-20 18:00:00,26.0,78.62,230.0,5.175,3.73
45,Karachi,2016-10-20 19:00:00,26.0,78.62,240.0,7.4750000000000005,3.73
46,Karachi,2016-10-20 20:00:00,26.0,78.62,260.0,9.2,3.73
47,Karachi,2016-10-20 21:00:00,25.5,81.03,130.0,2.3,3.73
48,Karachi,2016-10-20 22:00:00,24.5,86.015,0.0,0.0,3.73
49,Karachi,2016-10-20 23:00:00,24.0,88.59,115.0,2.3,3.73
50,Karachi,2016-10-21 00:00:00,24.0,88.59,220.0,3.45,3.73
51,Karachi,2016-10-21 01:00:00,24.0,83.32,0.0,0.0,3.42
52,Karachi,2016-10-21 03:00:00,26.0,78.62,250.0,6.9,3.11
53,Karachi,2016-10-21 04:00:00,27.5,69.925,225.0,5.175000000000001,3.11
54,Karachi,2016-10-21 05:00:00,28.5,63.885,250.0,6.325,3.11
55,Karachi,2016-10-21 06:00:00,30.0,58.55,250.0,5.75,3.11
56,Karachi,2016-10-21 07:00:00,31.0,55.29,220.0,7.4750000000000005,3.11
57,Karachi,2016-10-21 08:00:00,31.0,55.29,200.0,11.5,3.11
58,Karachi,2016-10-21 09:00:00,31.0,55.29,230.0,11.5,3.11
59,Karachi,2016-10-21 11:00:00,30.0,58.55,225.0,10.35,3.11
60,Karachi,2016-10-21 12:00:00,29.0,65.95,220.0,13.8,3.11
61,Karachi,2016-10-21 14:00:00,27.0,78.76,220.0,11.5,3.11
62,Karachi,2016-10-21 15:00:00,27.0,78.76,220.0,5.75,3.11
63,Karachi,2016-10-21 17:00:00,26.0,78.62,220.0,5.75,3.11
64,Karachi,2016-10-21 18:00:00,26.0,78.62,0.0,0.0,3.11
65,Karachi,2016-10-21 19:00:00,26.0,78.62,245.0,5.75,3.11
66,Karachi,2016-10-21 20:00:00,26.0,78.62,245.0,5.75,3.11
67,Karachi,2016-10-21 21:00:00,26.0,78.62,230.0,5.75,3.11
68,Karachi,2016-10-21 22:00:00,26.0,78.62,225.0,5.175,3.11
69,Karachi,2016-10-21 23:00:00,25.0,83.44,215.0,4.6,3.11
70,Karachi,2016-10-22 00:00:00,25.0,83.44,220.0,4.6,2.49
71,Karachi,2016-10-22 01:00:00,25.0,83.44,220.0,4.6,2.49
72,Karachi,2016-10-22 02:00:00,25.0,83.44,220.0,5.75,2.49
73,Karachi,2016-10-22 03:00:00,26.5,76.36500000000001,220.0,5.75,2.8
74,Karachi,2016-10-22 04:00:00,28.0,65.74,230.0,6.9,3.11
75,Karachi,2016-10-22 05:00:00,29.0,58.32,240.0,8.05,3.73
76,Karachi,2016-10-22 06:00:00,30.0,56.795,220.0,5.175,3.11
77,Karachi,2016-10-22 07:00:00,31.0,55.29,250.0,9.2,3.11
78,Karachi,2016-10-22 08:00:00,32.0,52.23,290.0,6.9,3.11
79,Karachi,2016-10-22 09:00:00,32.0,52.23,205.0,11.5,3.11
80,Karachi,2016-10-22 10:00:00,30.5,56.92,215.0,10.35,3.11
81,Karachi,2016-10-22 11:00:00,30.0,58.55,195.0,12.65,4.35
82,Karachi,2016-10-22 12:00:00,29.0,62.03,200.0,9.2,4.35
83,Karachi,2016-10-22 13:00:00,27.0,69.71,200.0,12.65,3.73
84,Karachi,2016-10-22 14:00:00,27.0,69.71,200.0,11.5,3.73
85,Karachi,2016-10-22 15:00:00,27.0,69.71,215.0,9.775,3.73
86,Karachi,2016-10-22 16:00:00,26.0,73.95,230.0,11.5,3.73
87,Karachi,2016-10-22 17:00:00,26.0,73.95,250.0,4.6,3.73
88,Karachi,2016-10-22 18:00:00,26.0,73.95,235.0,8.625,3.73
89,Karachi,2016-10-22 19:00:00,26.0,73.95,255.0,8.625,3.73
90,Karachi,2016-10-22 20:00:00,26.0,73.95,240.0,5.175,3.73
91,Karachi,2016-10-22 21:00:00,25.5,76.215,225.0,5.175,3.73
92,Karachi,2016-10-22 22:00:00,25.0,78.48,245.0,5.175,3.73
93,Karachi,2016-10-22 23:00:00,25.0,78.48,235.0,5.175,3.73
94,Karachi,2016-10-23 00:00:00,24.0,83.32,230.0,5.75,3.11
95,Karachi,2016-10-23 02:00:00,25.0,83.44,220.0,4.6,2.49
96,Karachi,2016-10-23 03:00:00,26.5,74.16499999999999,235.0,5.75,2.8
97,Karachi,2016-10-23 04:00:00,28.0,65.74,110.0,2.3,3.42
98,Karachi,2016-10-23 05:00:00,29.0,60.175,220.0,7.475,3.73
99,Karachi,2016-10-23 06:00:00,30.0,55.04,220.0,7.475,3.73
100,Karachi,2016-10-23 07:00:00,31.0,51.98,230.0,8.625,4.35
101,Karachi,2016-10-23 08:00:00,31.0,51.98,215.0,10.925,4.35
102,Karachi,2016-10-23 09:00:00,30.5,53.51,205.0,12.65,4.35
103,Karachi,2016-10-23 10:00:00,30.0,55.04,210.0,9.774999999999999,4.35
104,Karachi,2016-10-23 11:00:00,29.0,60.175,220.0,10.35,4.35
105,Karachi,2016-10-23 12:00:00,28.5,62.03,230.0,10.925,4.35
106,Karachi,2016-10-23 13:00:00,27.0,67.625,215.0,10.35,4.35
107,Karachi,2016-10-23 14:00:00,27.0,69.71,215.0,10.925,4.35
108,Karachi,2016-10-23 15:00:00,27.0,65.54,235.0,9.774999999999999,4.35
109,Karachi,2016-10-23 16:00:00,27.0,65.54,210.0,7.475,3.73
110,Karachi,2016-10-23 17:00:00,26.0,71.735,230.0,7.475,3.73
111,Karachi,2016-10-23 18:00:00,26.0,73.95,220.0,6.9,3.73
112,Karachi,2016-10-23 19:00:00,26.0,73.95,220.0,8.05,3.73
113,Karachi,2016-10-23 20:00:00,26.0,73.95,255.0,9.2,3.73
114,Karachi,2016-10-23 21:00:00,26.0,73.95,250.0,7.475,3.73
115,Karachi,2016-10-23 22:00:00,25.0,78.48,255.0,5.175,3.73
116,Karachi,2016-10-23 23:00:00,25.0,78.48,245.0,5.75,3.73
117,Karachi,2016-10-24 00:00:00,25.0,78.48,240.0,4.6,3.73
118,Karachi,2016-10-24 01:00:00,25.0,83.44,250.0,6.9,3.73
119,Karachi,2016-10-24 02:00:00,25.0,83.44,235.0,6.325,2.8
120,Karachi,2016-10-24 03:00:00,26.5,76.36500000000001,240.0,8.05,2.49
121,Karachi,2016-10-24 04:00:00,27.5,69.925,250.0,12.075,2.49
122,Karachi,2016-10-24 05:00:00,29.0,60.175,235.0,10.350000000000001,3.11
123,Karachi,2016-10-24 06:00:00,30.0,51.72,240.0,9.2,3.73
124,Karachi,2016-10-24 07:00:00,31.5,47.49,255.0,13.225000000000001,3.73
125,Karachi,2016-10-24 08:00:00,31.0,48.84,255.0,12.65,3.73
126,Karachi,2016-10-24 09:00:00,31.5,47.49,255.0,12.65,3.73
127,Karachi,2016-10-24 10:00:00,31.0,52.065,230.0,12.075,3.73
128,Karachi,2016-10-24 11:00:00,30.0,58.55,230.0,11.5,3.73
129,Karachi,2016-10-24 12:00:00,28.5,63.885,235.0,9.774999999999999,3.73
130,Karachi,2016-10-24 13:00:00,28.0,65.74,220.0,11.5,3.73
131,Karachi,2016-10-24 14:00:00,27.0,69.71,230.0,9.774999999999999,3.73
132,Karachi,2016-10-24 15:00:00,27.0,69.71,220.0,9.774999999999999,3.73
133,Karachi,2016-10-24 16:00:00,27.0,69.71,220.0,9.2,3.73
134,Karachi,2016-10-24 17:00:00,26.0,78.62,240.0,8.05,3.73
135,Karachi,2016-10-24 18:00:00,26.0,78.62,230.0,9.2,3.73
136,Karachi,2016-10-24 19:00:00,26.0,78.62,250.0,6.9,3.73
137,Karachi,2016-10-24 20:00:00,27.0,74.26,240.0,5.75,3.73
138,Karachi,2016-10-24 21:00:00,26.0,78.62,260.0,9.2,3.73
139,Karachi,2016-10-24 22:00:00,25.0,83.44,235.0,5.75,3.73
140,Karachi,2016-10-24 23:00:00,25.0,83.44,250.0,8.05,3.73
141,Karachi,2016-10-25 00:00:00,25.0,83.44,250.0,8.05,3.73
142,Karachi,2016-10-25 01:00:00,25.0,83.44,0.0,0.0,3.73
143,Karachi,2016-10-25 02:00:00,25.5,81.03,240.0,6.325,2.49
144,Karachi,2016-10-25 03:00:00,26.5,76.36500000000001,235.0,4.6,2.8
145,Karachi,2016-10-25 04:00:00,28.0,69.9,245.0,10.35,3.11
146,Karachi,2016-10-25 05:00:00,29.0,66.075,240.0,6.325,3.11
147,Karachi,2016-10-25 06:00:00,30.0,60.4,225.0,4.6,3.11
148,Karachi,2016-10-25 07:00:00,31.5,52.195,230.0,5.175,3.11
149,Karachi,2016-10-25 08:00:00,32.5,50.795,240.0,5.75,3.42
150,Karachi,2016-10-25 09:00:00,32.0,52.23,220.0,5.75,3.73
151,Karachi,2016-10-25 10:00:00,32.0,52.23,220.0,5.75,3.73
152,Karachi,2016-10-25 12:00:00,32.0,49.1,200.0,6.9,3.73
153,Karachi,2016-10-25 13:00:00,29.0,58.32,200.0,9.2,3.73
154,Karachi,2016-10-25 14:00:00,28.0,61.81,200.0,6.9,3.73
155,Karachi,2016-10-25 15:00:00,27.0,65.54,210.0,6.9,3.73
156,Karachi,2016-10-25 16:00:00,27.0,69.71,200.0,4.6,3.73
157,Karachi,2016-10-25 17:00:00,26.0,78.62,90.0,2.3,3.73
158,Karachi,2016-10-25 18:00:00,26.0,81.08500000000001,0.0,0.0,3.42
159,Karachi,2016-10-25 19:00:00,25.0,86.055,105.0,2.875,3.11
160,Karachi,2016-10-25 20:00:00,25.0,86.055,195.0,5.175,3.11
161,Karachi,2016-10-25 21:00:00,24.0,88.59,180.0,4.025,3.11
162,Karachi,2016-10-25 22:00:00,23.5,91.345,90.0,1.725,2.8
163,Karachi,2016-10-25 23:00:00,22.5,94.08,0.0,0.0,2.49
164,Karachi,2016-10-26 00:00:00,21.0,91.17500000000001,110.0,2.875,1.86
165,Karachi,2016-10-26 01:00:00,20.5,91.155,0.0,0.0,0.87
166,Karachi,2016-10-26 02:00:00,21.5,94.035,10.0,2.3,0.31
167,Karachi,2016-10-26 03:00:00,23.5,94.12,0.0,0.0,0.56
168,Karachi,2016-10-26 04:00:00,26.0,83.715,0.0,0.0,1.395
169,Karachi,2016-10-26 05:00:00,28.5,61.92,0.0,0.0,2.1750000000000003
170,Karachi,2016-10-26 06:00:00,31.0,57.565,0.0,0.0,2.49
171,Karachi,2016-10-26 07:00:00,32.5,34.82,0.0,0.0,2.49
172,Karachi,2016-10-26 08:00:00,33.0,36.145,90.0,4.025,2.49
173,Karachi,2016-10-26 14:00:00,28.0,52.879999999999995,0.0,0.0,3.73
174,Karachi,2016-10-26 15:00:00,27.0,57.84,170.0,4.6,3.73
175,Karachi,2016-10-26 16:00:00,26.5,65.55,185.0,4.6,3.73
176,Karachi,2016-10-26 17:00:00,25.0,73.78,180.0,3.45,3.11
177,Karachi,2016-10-26 18:00:00,25.0,73.78,95.0,2.3,3.11
178,Karachi,2016-10-26 19:00:00,24.0,78.34,0.0,0.0,3.11
179,Karachi,2016-10-26 20:00:00,24.0,73.61,320.0,5.75,3.11
180,Karachi,2016-10-26 21:00:00,24.0,73.61,0.0,0.0,2.49
181,Karachi,2016-10-26 22:00:00,24.0,73.61,0.0,0.0,2.49
182,Karachi,2016-10-26 23:00:00,22.0,83.09,0.0,0.0,2.49
183,Karachi,2016-10-27 02:00:00,21.0,77.9,0.0,0.0,3.11
184,Karachi,2016-10-27 04:00:00,28.5,36.85,0.0,0.0,3.73
185,Karachi,2016-10-27 06:00:00,33.5,20.045,0.0,0.0,3.73
186,Karachi,2016-10-27 07:00:00,34.0,17.55,0.0,0.0,3.73
187,Karachi,2016-10-27 08:00:00,35.0,19.04,200.0,6.9,3.73
188,Karachi,2016-10-27 09:00:00,34.0,20.13,215.0,8.05,3.73
189,Karachi,2016-10-27 10:00:00,34.0,20.13,240.0,5.75,4.04
190,Karachi,2016-10-27 11:00:00,34.0,18.8,190.0,11.5,4.35
191,Karachi,2016-10-27 13:00:00,30.0,27.03,230.0,5.75,3.73
192,Karachi,2016-10-27 14:00:00,30.0,27.03,250.0,6.9,3.73
193,Karachi,2016-10-27 15:00:00,29.0,28.63,250.0,4.6,3.73
194,Karachi,2016-10-27 16:00:00,27.0,32.18,260.0,5.75,3.73
195,Karachi,2016-10-27 17:00:00,26.0,35.46,110.0,2.3,3.73
196,Karachi,2016-10-27 18:00:00,24.0,43.97,0.0,0.0,3.73
197,Karachi,2016-10-27 19:00:00,24.0,42.555,0.0,0.0,3.73
198,Karachi,2016-10-27 20:00:00,22.5,48.175,0.0,0.0,3.73
199,Karachi,2016-10-27 21:00:00,22.0,51.335,315.0,4.6,3.73
200,Karachi,2016-10-27 22:00:00,22.0,53.03,290.0,4.6,3.73
201,Karachi,2016-10-27 23:00:00,21.0,54.575,315.0,4.025,3.11
202,Karachi,2016-10-28 00:00:00,21.0,56.38,310.0,4.6,3.11
203,Karachi,2016-10-28 02:00:00,19.0,63.82,280.0,5.75,2.49
204,Karachi,2016-10-28 03:00:00,23.5,56.995000000000005,275.0,5.75,2.8
205,Karachi,2016-10-28 04:00:00,28.5,42.465,260.0,9.775,3.73
206,Karachi,2016-10-28 05:00:00,30.5,25.585,270.0,10.350000000000001,4.04
207,Karachi,2016-10-28 06:00:00,32.5,17.345,270.0,9.2,4.97
208,Karachi,2016-10-28 07:00:00,33.0,15.05,260.0,11.5,4.97
209,Karachi,2016-10-28 08:00:00,34.0,12.34,270.0,13.8,4.97
210,Karachi,2016-10-28 09:00:00,35.0,11.67,240.0,9.2,4.97
211,Karachi,2016-10-28 10:00:00,34.0,20.17,225.0,10.35,4.97
212,Karachi,2016-10-28 11:00:00,33.0,19.89,210.0,11.5,4.97
213,Karachi,2016-10-28 14:00:00,27.0,39.3,210.0,11.5,4.35
214,Karachi,2016-10-28 17:00:00,24.0,69.14,240.0,5.75,3.73
215,Karachi,2016-10-28 18:00:00,24.0,73.61,220.0,6.9,3.73
216,Karachi,2016-10-28 19:00:00,23.0,78.19,0.0,0.0,3.73
217,Karachi,2016-10-28 20:00:00,23.0,73.44,0.0,0.0,3.73
218,Karachi,2016-10-28 21:00:00,21.0,82.98,200.0,5.75,3.73
219,Karachi,2016-10-28 22:00:00,20.0,72.92,195.0,6.9,3.73
220,Karachi,2016-10-28 23:00:00,19.0,77.6,0.0,0.0,3.73
221,Karachi,2016-10-29 00:00:00,19.0,77.6,0.0,0.0,3.11
222,Karachi,2016-10-29 01:00:00,18.5,80.11,25.0,2.875,2.8
223,Karachi,2016-10-29 02:00:00,19.0,77.77000000000001,55.0,4.6,1.085
224,Karachi,2016-10-29 03:00:00,23.0,75.825,30.0,1.725,0.93
225,Karachi,2016-10-29 04:00:00,26.5,65.435,0.0,0.0,1.55
226,Karachi,2016-10-29 05:00:00,28.5,55.065,0.0,1.725,3.42
227,Karachi,2016-10-29 06:00:00,29.5,50.025,,3.45,4.35
228,Karachi,2016-10-29 07:00:00,31.0,70.45,,3.45,4.35
229,Karachi,2016-10-29 08:00:00,31.0,34.535,135.0,5.75,4.35
230,Karachi,2016-10-29 09:00:00,31.0,35.53,160.0,5.75,4.35
231,Karachi,2016-10-29 11:00:00,30.0,33.01,180.0,4.6,3.73
232,Karachi,2016-10-29 12:00:00,28.5,56.44,190.0,8.05,3.73
233,Karachi,2016-10-29 13:00:00,27.0,63.56,190.0,5.175,3.73
234,Karachi,2016-10-29 14:00:00,27.0,65.54,175.0,5.175,3.73
235,Karachi,2016-10-29 15:00:00,26.0,69.52,185.0,5.175,3.73
236,Karachi,2016-10-29 16:00:00,26.0,69.52,195.0,6.325,3.73
237,Karachi,2016-10-29 17:00:00,25.0,73.78,215.0,6.325,3.73
238,Karachi,2016-10-29 18:00:00,24.5,76.06,0.0,0.0,3.73
239,Karachi,2016-10-29 19:00:00,23.0,83.21,0.0,0.0,3.42
240,Karachi,2016-10-29 20:00:00,22.0,83.09,0.0,0.0,3.11
241,Karachi,2016-10-29 21:00:00,22.0,83.09,0.0,0.0,3.11
242,Karachi,2016-10-29 22:00:00,21.0,88.34,30.0,2.3,3.11
243,Karachi,2016-10-29 23:00:00,21.0,88.34,35.0,4.6,2.49
244,Karachi,2016-10-30 00:00:00,21.0,88.34,50.0,4.6,2.49
245,Karachi,2016-10-30 02:00:00,21.0,88.34,20.0,5.75,1.55
246,Karachi,2016-10-30 03:00:00,22.5,85.82,0.0,0.0,1.55
247,Karachi,2016-10-30 04:00:00,25.5,69.555,340.0,6.325,2.02
248,Karachi,2016-10-30 05:00:00,28.0,53.065,0.0,0.0,4.04
249,Karachi,2016-10-30 06:00:00,30.5,35.455,0.0,0.0,4.97
250,Karachi,2016-10-30 07:00:00,31.5,29.54,0.0,0.0,4.97
251,Karachi,2016-10-30 08:00:00,32.5,22.7,100.0,3.45,4.97
252,Karachi,2016-10-30 09:00:00,33.0,22.78,200.0,8.05,4.97
253,Karachi,2016-10-30 10:00:00,32.0,21.875,180.0,10.35,4.97
254,Karachi,2016-10-30 11:00:00,31.5,20.22,220.0,6.325,4.97
255,Karachi,2016-10-30 12:00:00,30.5,20.055,195.0,6.9,4.35
256,Karachi,2016-10-30 13:00:00,29.5,22.765,200.0,5.75,4.35
257,Karachi,2016-10-30 14:00:00,28.0,29.699999999999996,215.0,5.175,4.35
258,Karachi,2016-10-30 15:00:00,26.0,39.099999999999994,230.0,5.175,4.35
259,Karachi,2016-10-30 16:00:00,25.0,52.114999999999995,240.0,5.75,4.35
260,Karachi,2016-10-30 17:00:00,24.0,57.12,125.0,1.725,4.35
261,Karachi,2016-10-30 18:00:00,24.0,53.74666666666667,330.0,6.133333333333333,4.35
262,Karachi,2016-10-30 19:00:00,23.0,73.44,310.0,4.6,4.35
263,Karachi,2016-10-30 20:00:00,22.5,73.35499999999999,175.0,3.45,3.42
264,Karachi,2016-10-30 21:00:00,21.0,73.09,0.0,0.0,3.11
265,Karachi,2016-10-30 22:00:00,21.0,73.09,170.0,2.875,3.11
266,Karachi,2016-10-30 23:00:00,21.0,60.32000000000001,360.0,6.325,3.11
267,Karachi,2016-10-31 00:00:00,20.0,59.97,360.0,4.6,3.11
268,Karachi,2016-10-31 01:00:00,20.0,56.13,350.0,3.45,3.11
269,Karachi,2016-10-31 02:00:00,20.0,56.13,180.0,1.725,3.11
270,Karachi,2016-10-31 03:00:00,23.0,45.39,0.0,0.0,3.11
271,Karachi,2016-10-31 04:00:00,27.0,33.43,360.0,4.6,3.42
272,Karachi,2016-10-31 05:00:00,29.0,28.63,340.0,4.6,3.73
273,Karachi,2016-10-31 06:00:00,33.0,19.89,350.0,3.45,3.73
274,Karachi,2016-10-31 07:00:00,34.0,17.55,70.0,8.05,3.73
275,Karachi,2016-10-31 08:00:00,35.0,15.49,45.0,7.475,4.35
276,Karachi,2016-10-31 09:00:00,35.0,15.49,120.0,8.05,4.35
277,Karachi,2016-10-31 11:00:00,35.0,15.49,230.0,8.05,4.97
278,Karachi,2016-10-31 12:00:00,33.0,27.83,220.0,8.05,3.73
279,Karachi,2016-10-31 13:00:00,31.0,31.17,240.0,5.75,3.11
280,Karachi,2016-10-31 14:00:00,29.0,30.62,0.0,0.0,3.73
281,Karachi,2016-10-31 15:00:00,28.0,26.49,310.0,4.6,3.73
282,Karachi,2016-10-31 16:00:00,28.0,28.36,290.0,4.6,3.73
283,Karachi,2016-10-31 17:00:00,27.0,28.08,330.0,3.45,3.73
284,Karachi,2016-10-31 18:00:00,26.0,31.9,330.0,6.324999999999999,3.73
285,Karachi,2016-10-31 19:00:00,25.5,31.759999999999998,315.0,6.324999999999999,3.73
286,Karachi,2016-10-31 20:00:00,24.0,35.94,325.0,3.45,3.73
287,Karachi,2016-10-31 21:00:00,23.0,38.18,355.0,5.75,3.73
288,Karachi,2016-10-31 22:00:00,22.0,40.57,15.0,5.75,3.73
289,Karachi,2016-10-31 23:00:00,21.0,43.13,35.0,6.9,3.73
290,Karachi,2016-11-01 00:00:00,21.0,41.23666666666667,43.333333333333336,7.283333333333334,3.73
291,Karachi,2016-11-01 01:00:00,21.0,43.13,40.0,5.75,2.49
292,Karachi,2016-11-01 02:00:00,22.0,40.655,30.0,5.175,2.49
293,Karachi,2016-11-01 03:00:00,24.0,38.46,30.0,3.45,2.49
294,Karachi,2016-11-01 04:00:00,27.5,29.215,0.0,0.0,2.485
295,Karachi,2016-11-01 05:00:00,32.0,22.53,30.0,5.75,1.86
296,Karachi,2016-11-01 06:00:00,33.0,21.33,20.0,2.875,2.49
297,Karachi,2016-11-01 07:00:00,35.0,17.19,175.0,2.3,3.42
298,Karachi,2016-11-01 08:00:00,35.5,13.56,45.0,2.875,3.73
299,Karachi,2016-11-01 09:00:00,36.0,13.66,0.0,0.0,3.73
300,Karachi,2016-11-01 10:00:00,36.0,13.695,200.0,5.175,4.35
301,Karachi,2016-11-01 12:00:00,35.0,14.44,130.0,4.6,4.35
302,Karachi,2016-11-01 14:00:00,30.0,27.03,240.0,4.6,2.49
303,Karachi,2016-11-01 15:00:00,28.5,27.560000000000002,240.0,4.6,2.49
304,Karachi,2016-11-01 16:00:00,27.0,32.18,0.0,0.0,3.11
305,Karachi,2016-11-01 17:00:00,26.0,36.51,0.0,0.0,3.73
306,Karachi,2016-11-01 18:00:00,24.0,43.97,0.0,0.0,3.73
307,Karachi,2016-11-01 19:00:00,23.0,43.69,0.0,0.0,3.73
308,Karachi,2016-11-01 20:00:00,23.0,43.69,340.0,5.75,3.73
309,Karachi,2016-11-01 21:00:00,22.0,46.43,0.0,0.0,3.73
310,Karachi,2016-11-01 22:00:00,21.0,49.37,10.0,5.75,3.73
311,Karachi,2016-11-01 23:00:00,21.0,49.37,0.0,0.0,3.11
312,Karachi,2016-11-02 00:00:00,20.0,49.1,360.0,4.6,3.11
313,Karachi,2016-11-02 01:00:00,19.0,52.25,350.0,4.6,3.11
314,Karachi,2016-11-02 02:00:00,19.0,52.25,10.0,5.75,3.11
315,Karachi,2016-11-02 03:00:00,22.5,43.915,205.0,4.6,2.49
316,Karachi,2016-11-02 04:00:00,26.0,31.9,40.0,3.45,2.49
317,Karachi,2016-11-02 05:00:00,31.0,23.895000000000003,355.0,5.75,3.42
318,Karachi,2016-11-02 06:00:00,33.5,17.58,350.0,5.75,3.73
319,Karachi,2016-11-02 07:00:00,35.0,13.95,90.0,2.875,4.35
320,Karachi,2016-11-02 08:00:00,35.0,12.53,180.0,5.75,4.35
321,Karachi,2016-11-02 09:00:00,35.0,12.53,110.0,3.45,4.35
322,Karachi,2016-11-02 10:00:00,35.0,12.53,190.0,6.325,4.35
323,Karachi,2016-11-02 11:00:00,34.0,13.74,180.0,5.175,4.35
324,Karachi,2016-11-02 12:00:00,32.5,19.58,165.0,5.75,4.35
325,Karachi,2016-11-02 13:00:00,30.0,37.62,260.0,10.35,2.49
326,Karachi,2016-11-02 14:00:00,28.5,38.465,230.0,5.175,2.49
327,Karachi,2016-11-02 15:00:00,27.0,46.295,130.0,2.3,2.49
328,Karachi,2016-11-02 16:00:00,27.0,47.79,0.0,0.0,2.49
329,Karachi,2016-11-02 17:00:00,25.0,53.8,0.0,0.0,2.49
330,Karachi,2016-11-02 18:00:00,24.0,46.98,0.0,0.0,2.49
331,Karachi,2016-11-02 19:00:00,23.0,43.69,0.0,0.0,1.86
332,Karachi,2016-11-02 20:00:00,22.0,43.42,0.0,0.0,1.86
333,Karachi,2016-11-02 21:00:00,21.0,46.16,0.0,0.0,2.49
334,Karachi,2016-11-02 23:00:00,21.0,43.13,160.0,2.3,2.49
335,Karachi,2016-11-03 00:00:00,20.0,40.0,0.0,0.0,2.49
336,Karachi,2016-11-03 01:00:00,20.0,40.0,0.0,0.0,2.49
337,Karachi,2016-11-03 02:00:00,19.0,45.6,0.0,0.0,2.49
338,Karachi,2016-11-03 04:00:00,26.0,27.81,20.0,5.75,1.55
339,Karachi,2016-11-03 05:00:00,30.0,20.54,0.0,0.0,2.49
340,Karachi,2016-11-03 06:00:00,33.0,15.05,0.0,0.0,3.11
341,Karachi,2016-11-03 07:00:00,35.0,10.85,250.0,3.45,3.11
342,Karachi,2016-11-03 08:00:00,35.0,11.26,225.0,6.325,3.11
343,Karachi,2016-11-03 09:00:00,35.0,10.469999999999999,190.0,7.475,3.11
