,names,datetime,tmpc,relh,drct,sped,vsby
12942,Karachi,2018-05-05 00:00:00,27.0,83.66,255.0,5.175,3.73
12943,Karachi,2018-05-05 01:00:00,27.5,81.28,255.0,8.05,3.11
12944,Karachi,2018-05-05 02:00:00,28.5,72.18,250.0,5.75,3.11
12945,Karachi,2018-05-05 03:00:00,29.5,68.11500000000001,250.0,10.35,2.8
12946,Karachi,2018-05-05 04:00:00,31.5,59.0,240.0,8.625,2.8
12947,Karachi,2018-05-05 05:00:00,32.0,57.269999999999996,215.0,11.5,3.11
12948,Karachi,2018-05-05 06:00:00,33.0,52.48,225.0,11.5,3.73
12949,Karachi,2018-05-05 07:00:00,33.0,54.125,240.0,13.225,3.73
12950,Karachi,2018-05-05 08:00:00,33.5,51.22,230.0,16.675,4.04
12951,Karachi,2018-05-05 09:00:00,35.0,39.065,255.0,16.1,4.35
12952,Karachi,2018-05-05 10:00:00,34.5,37.68,250.0,20.125,4.97
12953,Karachi,2018-05-05 11:00:00,34.0,34.11,230.0,16.1,4.97
12954,Karachi,2018-05-05 12:00:00,33.5,41.17,230.0,13.8,4.35
12955,Karachi,2018-05-05 13:00:00,32.5,47.754999999999995,230.0,12.65,4.35
12956,Karachi,2018-05-05 14:00:00,30.5,58.769999999999996,230.0,12.649999999999999,4.35
12957,Karachi,2018-05-05 15:00:00,30.0,64.2,235.0,12.65,4.35
12958,Karachi,2018-05-05 16:00:00,30.0,66.15,230.0,10.35,4.35
12959,Karachi,2018-05-05 17:00:00,29.0,70.08,210.0,9.2,4.35
12960,Karachi,2018-05-05 18:00:00,28.0,74.28,260.0,9.774999999999999,3.42
12961,Karachi,2018-05-05 19:00:00,28.0,69.9,270.0,11.5,3.11
12962,Karachi,2018-05-05 20:00:00,28.0,74.28,275.0,10.925,3.11
12963,Karachi,2018-05-05 21:00:00,28.0,69.9,250.0,6.9,3.11
12964,Karachi,2018-05-05 22:00:00,28.0,69.9,280.0,12.65,3.11
12965,Karachi,2018-05-05 23:00:00,28.0,34.69,255.0,12.075,3.11
12966,Karachi,2018-05-06 00:00:00,28.0,65.74,275.0,12.65,3.11
12967,Karachi,2018-05-06 01:00:00,28.0,65.74,260.0,11.5,3.11
12968,Karachi,2018-05-06 02:00:00,28.5,63.885,260.0,12.65,3.42
12969,Karachi,2018-05-06 03:00:00,30.5,51.94,265.0,11.5,3.73
12970,Karachi,2018-05-06 04:00:00,32.0,40.69,240.0,11.5,3.73
12971,Karachi,2018-05-06 05:00:00,33.0,38.519999999999996,240.0,12.075,3.73
12972,Karachi,2018-05-06 06:00:00,34.5,35.370000000000005,240.0,10.925,3.73
12973,Karachi,2018-05-06 07:00:00,35.0,37.815,235.0,17.825,3.73
12974,Karachi,2018-05-06 08:00:00,34.0,45.275000000000006,245.0,15.525,3.73
12975,Karachi,2018-05-06 09:00:00,34.0,43.88,230.0,13.8,3.73
12976,Karachi,2018-05-06 10:00:00,33.0,42.43,235.0,15.525,3.73
12977,Karachi,2018-05-06 11:00:00,33.0,47.885,235.0,16.674999999999997,3.73
12978,Karachi,2018-05-06 12:00:00,32.0,55.53,250.0,17.825,3.73
12979,Karachi,2018-05-06 13:00:00,31.0,57.035,230.0,17.25,3.73
12980,Karachi,2018-05-06 14:00:00,30.0,64.2,225.0,15.525,3.73
12981,Karachi,2018-05-06 15:00:00,29.0,70.08,225.0,15.525,3.73
12982,Karachi,2018-05-06 16:00:00,28.5,72.18,230.0,10.35,3.73
12983,Karachi,2018-05-06 17:00:00,28.0,74.28,240.0,12.65,3.73
12984,Karachi,2018-05-06 18:00:00,28.0,74.28,235.0,9.2,3.73
12985,Karachi,2018-05-06 19:00:00,28.0,78.9,260.0,9.2,3.73
12986,Karachi,2018-05-06 20:00:00,28.0,74.28,260.0,8.625,3.73
12987,Karachi,2018-05-06 21:00:00,28.0,74.28,255.0,13.225000000000001,3.73
12988,Karachi,2018-05-06 22:00:00,28.0,74.28,270.0,10.925,3.73
12989,Karachi,2018-05-07 00:00:00,28.0,74.28,270.0,6.9,3.73
12990,Karachi,2018-05-07 01:00:00,28.0,76.59,265.0,8.625,3.73
12991,Karachi,2018-05-07 02:00:00,28.0,74.28,260.0,10.35,3.73
12992,Karachi,2018-05-07 03:00:00,29.0,66.075,260.0,10.35,3.73
12993,Karachi,2018-05-07 04:00:00,30.5,58.665,245.0,12.075,3.73
12994,Karachi,2018-05-07 05:00:00,31.5,55.504999999999995,235.0,13.225000000000001,4.04
12995,Karachi,2018-05-07 06:00:00,32.5,54.004999999999995,245.0,15.525,4.35
12996,Karachi,2018-05-07 07:00:00,33.0,50.92,235.0,13.225,4.35
12997,Karachi,2018-05-07 08:00:00,33.0,50.92,225.0,16.675,4.35
12998,Karachi,2018-05-07 09:00:00,33.0,49.36,225.0,15.525,4.35
12999,Karachi,2018-05-07 10:00:00,33.0,47.885,235.0,12.65,4.35
13000,Karachi,2018-05-07 11:00:00,32.5,47.92,220.0,15.525,4.35
13001,Karachi,2018-05-07 12:00:00,32.0,52.23,220.0,16.1,4.35
13002,Karachi,2018-05-07 13:00:00,30.0,62.25,230.0,18.4,3.73
13003,Karachi,2018-05-07 14:00:00,29.0,70.08,230.0,17.25,3.73
13004,Karachi,2018-05-07 15:00:00,29.0,70.08,225.0,17.25,3.73
13005,Karachi,2018-05-07 16:00:00,29.0,70.08,260.0,5.75,3.73
13006,Karachi,2018-05-07 17:00:00,29.0,70.08,245.0,8.05,3.73
13007,Karachi,2018-05-07 18:00:00,29.0,70.08,255.0,10.35,3.73
13008,Karachi,2018-05-07 19:00:00,29.0,70.08,255.0,10.35,3.73
13009,Karachi,2018-05-07 20:00:00,28.5,72.18,240.0,6.325,3.73
13010,Karachi,2018-05-07 21:00:00,28.0,78.9,255.0,8.625,3.73
13011,Karachi,2018-05-07 22:00:00,28.0,78.9,255.0,9.2,3.73
13012,Karachi,2018-05-07 23:00:00,28.0,78.9,255.0,10.925,3.73
13013,Karachi,2018-05-08 00:00:00,28.0,78.9,270.0,10.925,3.73
13014,Karachi,2018-05-08 01:00:00,28.0,78.9,255.0,9.774999999999999,3.73
13015,Karachi,2018-05-08 02:00:00,28.5,76.67,270.0,7.475,3.73
13016,Karachi,2018-05-08 03:00:00,29.0,70.08,270.0,11.5,3.73
13017,Karachi,2018-05-08 04:00:00,31.0,62.47,230.0,12.65,3.73
13018,Karachi,2018-05-08 05:00:00,31.5,60.739999999999995,230.0,12.65,3.73
13019,Karachi,2018-05-08 06:00:00,33.0,55.86,230.0,10.35,3.73
13020,Karachi,2018-05-08 07:00:00,33.5,51.05,230.0,11.5,3.73
13021,Karachi,2018-05-08 08:00:00,34.0,49.62,225.0,11.5,3.73
13022,Karachi,2018-05-08 09:00:00,34.0,49.62,220.0,18.4,3.73
13023,Karachi,2018-05-08 10:00:00,34.0,49.62,230.0,17.825,3.73
13024,Karachi,2018-05-08 11:00:00,33.5,51.05,220.0,17.825,3.73
13025,Karachi,2018-05-08 12:00:00,32.0,57.269999999999996,220.0,14.375,3.73
13026,Karachi,2018-05-08 13:00:00,31.0,60.625,230.0,17.825,3.73
13027,Karachi,2018-05-08 14:00:00,30.0,66.15,260.0,16.675,3.73
13028,Karachi,2018-05-08 15:00:00,29.0,74.44,235.0,16.1,3.73
13029,Karachi,2018-05-08 16:00:00,29.0,74.44,245.0,7.475,3.73
13030,Karachi,2018-05-08 17:00:00,29.0,74.44,245.0,11.5,3.73
13031,Karachi,2018-05-08 18:00:00,29.0,74.44,250.0,10.35,3.73
13032,Karachi,2018-05-08 19:00:00,29.0,74.44,260.0,13.8,3.73
13033,Karachi,2018-05-08 20:00:00,28.5,76.67,255.0,13.8,3.73
13034,Karachi,2018-05-08 21:00:00,28.0,76.59,265.0,12.65,3.73
13035,Karachi,2018-05-08 22:00:00,28.0,74.28,265.0,12.65,3.73
13036,Karachi,2018-05-08 23:00:00,28.0,78.9,260.0,12.65,3.73
13037,Karachi,2018-05-09 00:00:00,28.0,76.59,265.0,10.35,3.73
13038,Karachi,2018-05-09 01:00:00,28.0,78.9,260.0,9.2,3.11
13039,Karachi,2018-05-09 02:00:00,29.0,70.08,235.0,9.2,3.11
13040,Karachi,2018-05-09 03:00:00,29.5,68.11500000000001,255.0,12.65,3.73
13041,Karachi,2018-05-09 04:00:00,31.5,59.0,280.0,9.775,3.73
13042,Karachi,2018-05-09 05:00:00,32.5,54.004999999999995,225.0,13.225,3.73
13043,Karachi,2018-05-09 06:00:00,33.0,52.48,255.0,13.8,3.73
13044,Karachi,2018-05-09 08:00:00,33.5,51.05,250.0,12.65,3.73
13045,Karachi,2018-05-09 09:00:00,34.0,49.62,270.0,9.775,3.73
13046,Karachi,2018-05-09 10:00:00,34.0,49.62,260.0,11.5,4.35
13047,Karachi,2018-05-09 11:00:00,34.0,49.62,250.0,11.5,4.35
13048,Karachi,2018-05-09 12:00:00,32.0,59.01,230.0,14.95,4.35
13049,Karachi,2018-05-09 13:00:00,30.5,66.37,220.0,12.65,3.73
13050,Karachi,2018-05-09 14:00:00,30.0,70.27,240.0,11.5,3.73
13051,Karachi,2018-05-09 15:00:00,29.0,74.44,275.0,11.5,2.49
13052,Karachi,2018-05-09 16:00:00,29.0,74.44,240.0,11.5,3.11
13053,Karachi,2018-05-09 17:00:00,29.0,74.44,270.0,11.5,3.73
13054,Karachi,2018-05-09 18:00:00,29.0,72.25999999999999,285.0,12.65,3.73
13055,Karachi,2018-05-09 19:00:00,29.0,70.08,275.0,11.5,3.73
13056,Karachi,2018-05-09 20:00:00,29.0,74.44,260.0,16.1,3.73
13057,Karachi,2018-05-09 21:00:00,28.0,74.28,260.0,12.65,3.73
13058,Karachi,2018-05-09 22:00:00,28.0,74.28,250.0,10.35,3.73
13059,Karachi,2018-05-09 23:00:00,28.0,74.28,270.0,10.35,3.73
13060,Karachi,2018-05-10 00:00:00,28.0,74.28,265.0,9.774999999999999,3.73
13061,Karachi,2018-05-10 01:00:00,28.0,74.28,240.0,6.9,3.73
13062,Karachi,2018-05-10 02:00:00,29.0,72.25999999999999,255.0,10.925,3.73
13063,Karachi,2018-05-10 03:00:00,30.0,66.15,270.0,13.8,3.73
13064,Karachi,2018-05-10 04:00:00,31.5,60.739999999999995,250.0,11.5,3.42
13065,Karachi,2018-05-10 05:00:00,32.0,55.53,275.0,12.65,3.73
13066,Karachi,2018-05-10 06:00:00,33.5,49.575,285.0,11.5,3.73
13067,Karachi,2018-05-10 07:00:00,34.0,46.67,285.0,11.5,3.73
13068,Karachi,2018-05-10 08:00:00,35.0,44.14,245.0,11.5,3.73
13069,Karachi,2018-05-10 09:00:00,34.0,48.144999999999996,260.0,11.5,3.73
13070,Karachi,2018-05-10 10:00:00,34.0,49.62,255.0,16.675,3.73
13071,Karachi,2018-05-10 11:00:00,34.0,49.62,240.0,13.225000000000001,4.35
13072,Karachi,2018-05-10 12:00:00,33.5,51.05,230.0,15.525,4.35
13073,Karachi,2018-05-10 13:00:00,32.0,57.474999999999994,250.0,12.65,4.35
13074,Karachi,2018-05-10 14:00:00,30.0,53.94499999999999,250.0,9.2,3.73
13075,Karachi,2018-05-10 15:00:00,30.0,70.27,245.0,10.35,3.73
13076,Karachi,2018-05-10 16:00:00,29.0,74.44,270.0,9.774999999999999,3.73
13077,Karachi,2018-05-10 17:00:00,29.0,68.015,275.0,5.75,3.73
13078,Karachi,2018-05-10 18:00:00,29.0,65.95,280.0,10.925,3.73
13079,Karachi,2018-05-10 19:00:00,29.0,65.95,265.0,12.65,3.73
13080,Karachi,2018-05-10 20:00:00,28.5,72.18,265.0,8.625,3.73
13081,Karachi,2018-05-10 21:00:00,28.0,78.9,240.0,5.75,3.73
13082,Karachi,2018-05-10 22:00:00,28.0,78.9,240.0,7.4750000000000005,3.42
13083,Karachi,2018-05-10 23:00:00,28.0,78.9,245.0,7.4750000000000005,3.11
13084,Karachi,2018-05-11 00:00:00,27.5,81.28,255.0,6.325,3.11
13085,Karachi,2018-05-11 01:00:00,27.0,83.66,265.0,6.9,3.11
13086,Karachi,2018-05-11 02:00:00,28.0,78.9,275.0,13.8,2.49
13087,Karachi,2018-05-11 03:00:00,29.5,66.16499999999999,260.0,11.5,3.11
13088,Karachi,2018-05-11 04:00:00,31.5,53.94,275.0,13.8,3.73
13089,Karachi,2018-05-11 05:00:00,34.0,39.98,255.0,13.8,3.73
13090,Karachi,2018-05-11 06:00:00,35.0,40.385000000000005,255.0,10.925,3.73
13091,Karachi,2018-05-11 07:00:00,35.0,45.535,255.0,13.8,3.73
13092,Karachi,2018-05-11 08:00:00,36.0,36.150000000000006,235.0,9.775,3.73
13093,Karachi,2018-05-11 09:00:00,36.0,34.900000000000006,245.0,10.925,3.73
13094,Karachi,2018-05-11 10:00:00,36.0,40.52,235.0,12.65,3.73
13095,Karachi,2018-05-11 11:00:00,34.5,48.275,240.0,11.5,3.73
13096,Karachi,2018-05-11 12:00:00,33.5,52.695,240.0,12.65,3.73
13097,Karachi,2018-05-11 13:00:00,31.0,62.47,250.0,13.8,3.73
13098,Karachi,2018-05-11 14:00:00,30.5,66.37,250.0,11.5,3.73
13099,Karachi,2018-05-11 15:00:00,29.0,74.44,225.0,13.8,3.73
13100,Karachi,2018-05-11 16:00:00,29.0,74.44,235.0,13.8,3.73
13101,Karachi,2018-05-11 17:00:00,29.0,72.25999999999999,240.0,13.225,3.73
13102,Karachi,2018-05-11 18:00:00,29.0,70.08,240.0,10.35,3.73
13103,Karachi,2018-05-11 19:00:00,29.0,72.25999999999999,250.0,9.774999999999999,3.73
13104,Karachi,2018-05-11 20:00:00,29.0,74.44,260.0,11.5,3.73
13105,Karachi,2018-05-11 21:00:00,29.0,74.44,230.0,8.05,3.73
13106,Karachi,2018-05-11 22:00:00,29.0,74.44,235.0,11.5,3.73
13107,Karachi,2018-05-11 23:00:00,28.0,78.9,260.0,9.2,3.73
13108,Karachi,2018-05-12 00:00:00,28.0,78.9,225.0,8.05,3.73
13109,Karachi,2018-05-12 01:00:00,28.0,78.9,220.0,8.05,3.73
13110,Karachi,2018-05-12 02:00:00,28.5,76.67,235.0,11.5,3.73
13111,Karachi,2018-05-12 03:00:00,29.0,74.44,270.0,11.5,3.73
13112,Karachi,2018-05-12 04:00:00,30.5,68.31,245.0,12.075,3.73
13113,Karachi,2018-05-12 05:00:00,33.0,55.77,260.0,10.35,3.73
13114,Karachi,2018-05-12 06:00:00,33.0,55.77,230.0,13.8,3.73
13115,Karachi,2018-05-12 07:00:00,34.5,51.3,250.0,14.375,3.73
13116,Karachi,2018-05-12 08:00:00,35.5,41.635000000000005,240.0,14.950000000000001,2.8
13117,Karachi,2018-05-12 09:00:00,35.5,38.34,250.0,16.675,2.49
13118,Karachi,2018-05-12 10:00:00,34.0,52.73,240.0,13.8,3.11
13119,Karachi,2018-05-12 11:00:00,34.0,49.62,245.0,14.950000000000001,3.73
13120,Karachi,2018-05-12 12:00:00,33.0,55.77,230.0,18.4,3.73
13121,Karachi,2018-05-12 13:00:00,31.0,66.35,240.0,16.1,3.73
13122,Karachi,2018-05-12 14:00:00,31.0,66.35,245.0,17.825,3.73
13123,Karachi,2018-05-12 15:00:00,30.0,74.61,235.0,12.65,3.73
13124,Karachi,2018-05-12 16:00:00,29.0,79.04,245.0,10.35,3.73
13125,Karachi,2018-05-12 17:00:00,29.0,79.04,245.0,12.65,3.73
13126,Karachi,2018-05-12 18:00:00,29.0,79.04,270.0,11.5,3.73
13127,Karachi,2018-05-12 19:00:00,29.0,79.04,225.0,11.5,3.73
13128,Karachi,2018-05-12 20:00:00,29.0,76.74000000000001,265.0,9.774999999999999,3.73
13129,Karachi,2018-05-12 21:00:00,28.5,76.67,265.0,10.35,3.73
13130,Karachi,2018-05-12 22:00:00,28.0,78.9,260.0,7.4750000000000005,3.73
13131,Karachi,2018-05-12 23:00:00,28.0,78.9,280.0,3.45,3.73
13132,Karachi,2018-05-13 00:00:00,28.0,78.9,265.0,9.774999999999999,3.73
13133,Karachi,2018-05-13 01:00:00,28.0,78.9,255.0,8.05,3.73
13134,Karachi,2018-05-13 02:00:00,29.0,74.44,270.0,13.8,3.73
13135,Karachi,2018-05-13 03:00:00,29.5,72.35499999999999,260.0,14.375,3.73
13136,Karachi,2018-05-13 04:00:00,31.5,60.739999999999995,255.0,15.525,3.73
13137,Karachi,2018-05-13 05:00:00,33.0,54.125,255.0,16.675,3.73
13138,Karachi,2018-05-13 06:00:00,33.0,52.48,255.0,16.675,3.73
13139,Karachi,2018-05-13 07:00:00,34.5,45.405,255.0,17.25,3.73
13140,Karachi,2018-05-13 08:00:00,36.0,36.9,280.0,15.525,4.04
13141,Karachi,2018-05-13 09:00:00,36.5,35.915,280.0,16.675,4.35
13142,Karachi,2018-05-13 10:00:00,36.5,38.35,270.0,18.975,4.35
13143,Karachi,2018-05-13 11:00:00,35.5,40.519999999999996,235.0,19.55,4.35
13144,Karachi,2018-05-13 12:00:00,34.0,48.144999999999996,225.0,16.1,3.73
13145,Karachi,2018-05-13 13:00:00,32.5,55.745,245.0,13.225,3.73
13146,Karachi,2018-05-13 14:00:00,31.5,62.67999999999999,245.0,8.05,3.73
13147,Karachi,2018-05-13 15:00:00,30.0,74.61,245.0,6.325,3.73
13148,Karachi,2018-05-13 16:00:00,30.0,74.61,260.0,8.05,3.73
13149,Karachi,2018-05-13 17:00:00,30.0,72.44,245.0,9.775,3.73
13150,Karachi,2018-05-13 18:00:00,30.0,66.15,240.0,9.2,3.73
13151,Karachi,2018-05-13 19:00:00,29.5,72.35499999999999,235.0,11.5,3.73
13152,Karachi,2018-05-13 21:00:00,29.0,72.25999999999999,255.0,8.05,3.73
13153,Karachi,2018-05-13 22:00:00,29.0,76.74000000000001,240.0,7.4750000000000005,3.73
13154,Karachi,2018-05-13 23:00:00,29.0,79.04,250.0,10.925,3.73
13155,Karachi,2018-05-14 00:00:00,29.0,79.04,270.0,8.05,3.11
13156,Karachi,2018-05-14 01:00:00,29.0,79.04,270.0,10.35,3.11
13157,Karachi,2018-05-14 02:00:00,29.5,72.35499999999999,260.0,8.05,3.73
13158,Karachi,2018-05-14 03:00:00,30.5,66.37,265.0,9.775,3.73
13159,Karachi,2018-05-14 04:00:00,32.5,52.445,265.0,15.525,3.73
13160,Karachi,2018-05-14 05:00:00,34.0,43.95,265.0,14.375,3.73
13161,Karachi,2018-05-14 06:00:00,35.0,39.065,275.0,20.7,3.73
13162,Karachi,2018-05-14 07:00:00,36.0,36.965,255.0,19.549999999999997,3.73
13163,Karachi,2018-05-14 08:00:00,37.0,34.93,260.0,17.825,3.73
13164,Karachi,2018-05-14 09:00:00,37.0,37.17,265.0,13.8,3.73
13165,Karachi,2018-05-14 10:00:00,36.0,39.27,255.0,17.25,3.73
13166,Karachi,2018-05-14 11:00:00,35.5,39.2,240.0,14.950000000000001,3.73
13167,Karachi,2018-05-14 12:00:00,34.5,44.085,215.0,16.675,3.73
13168,Karachi,2018-05-14 13:00:00,32.5,50.795,215.0,14.950000000000001,3.73
13169,Karachi,2018-05-14 14:00:00,31.0,58.78,220.0,9.775,3.73
13170,Karachi,2018-05-14 15:00:00,30.5,60.515,250.0,9.774999999999999,3.73
13171,Karachi,2018-05-14 16:00:00,30.0,64.2,250.0,9.774999999999999,3.73
13172,Karachi,2018-05-14 17:00:00,30.0,66.15,230.0,9.775,3.73
13173,Karachi,2018-05-14 18:00:00,30.0,66.15,245.0,11.5,3.73
13174,Karachi,2018-05-14 19:00:00,29.5,68.11500000000001,260.0,12.075,3.73
13175,Karachi,2018-05-14 20:00:00,29.0,74.44,270.0,13.225,3.73
13176,Karachi,2018-05-14 21:00:00,29.0,74.44,265.0,9.775,3.73
13177,Karachi,2018-05-14 22:00:00,27.5,70.805,145.0,10.35,3.1100000000000003
13178,Karachi,2018-05-14 23:00:00,28.0,83.77,275.0,8.05,3.73
13179,Karachi,2018-05-15 00:00:00,28.0,83.77,245.0,8.625,3.73
13180,Karachi,2018-05-15 01:00:00,28.0,83.77,260.0,10.35,3.11
13181,Karachi,2018-05-15 02:00:00,29.0,79.04,260.0,8.625,3.11
13182,Karachi,2018-05-15 03:00:00,30.0,74.61,260.0,10.35,3.11
13183,Karachi,2018-05-15 04:00:00,31.5,64.515,265.0,14.375,3.73
13184,Karachi,2018-05-15 05:00:00,33.0,54.125,265.0,10.925,4.35
13185,Karachi,2018-05-15 06:00:00,34.5,42.69,265.0,14.375,3.11
13186,Karachi,2018-05-15 07:00:00,36.0,33.599999999999994,265.0,17.25,3.11
13187,Karachi,2018-05-15 08:00:00,37.0,32.81,290.0,19.55,3.11
13188,Karachi,2018-05-15 09:00:00,37.0,31.805,280.0,16.1,3.11
13189,Karachi,2018-05-15 10:00:00,38.0,29.22,260.0,14.375,3.11
13190,Karachi,2018-05-15 11:00:00,35.0,47.25,235.0,19.549999999999997,3.11
13191,Karachi,2018-05-15 12:00:00,33.0,59.24,280.0,20.7,3.11
13192,Karachi,2018-05-15 13:00:00,31.0,66.35,230.0,17.25,3.11
13193,Karachi,2018-05-15 14:00:00,30.0,70.27,225.0,12.65,3.73
13194,Karachi,2018-05-15 15:00:00,30.0,74.61,220.0,13.225000000000001,3.73
13195,Karachi,2018-05-15 16:00:00,29.5,76.825,230.0,10.925,3.73
13196,Karachi,2018-05-15 17:00:00,29.0,79.04,210.0,10.35,3.73
13197,Karachi,2018-05-15 18:00:00,29.0,79.04,223.33333333333334,9.966666666666667,3.3166666666666664
13198,Karachi,2018-05-15 19:00:00,29.0,79.04,210.0,12.65,3.11
13199,Karachi,2018-05-15 20:00:00,29.0,79.04,235.0,8.05,3.11
13200,Karachi,2018-05-15 21:00:00,29.0,79.04,255.0,6.325,3.11
13201,Karachi,2018-05-15 22:00:00,29.0,79.04,255.0,5.75,3.73
13202,Karachi,2018-05-15 23:00:00,29.0,74.44,245.0,5.175,3.73
13203,Karachi,2018-05-16 00:00:00,28.0,78.9,255.0,6.325,3.11
13204,Karachi,2018-05-16 01:00:00,28.0,81.33500000000001,235.0,5.175,2.8
13205,Karachi,2018-05-16 02:00:00,28.5,81.405,230.0,10.35,2.49
13206,Karachi,2018-05-16 03:00:00,30.0,74.61,250.0,13.8,2.49
13207,Karachi,2018-05-16 04:00:00,31.5,68.5,235.0,11.5,3.11
13208,Karachi,2018-05-16 05:00:00,33.0,61.07,230.0,12.075,3.42
13209,Karachi,2018-05-16 06:00:00,34.0,54.37,235.0,12.075,3.73
13210,Karachi,2018-05-16 07:00:00,35.0,49.87,235.0,10.925,3.73
13211,Karachi,2018-05-16 08:00:00,35.0,51.425,225.0,17.825,3.73
13212,Karachi,2018-05-16 09:00:00,34.5,54.495,220.0,14.950000000000001,3.73
13213,Karachi,2018-05-16 10:00:00,34.0,56.01,230.0,20.7,3.73
13214,Karachi,2018-05-16 11:00:00,34.0,56.01,245.0,15.525,3.73
13215,Karachi,2018-05-16 12:00:00,34.0,56.01,230.0,14.95,3.73
13216,Karachi,2018-05-16 13:00:00,32.0,62.68,270.0,9.2,3.73
13217,Karachi,2018-05-16 14:00:00,31.5,64.515,255.0,10.35,3.73
13218,Karachi,2018-05-16 15:00:00,31.0,66.35,245.0,10.35,3.73
13219,Karachi,2018-05-16 16:00:00,31.0,58.78,270.0,5.175,3.73
13220,Karachi,2018-05-16 17:00:00,31.0,55.379999999999995,245.0,4.025,3.73
13221,Karachi,2018-05-16 18:00:00,30.5,60.72,225.0,5.175,3.73
13222,Karachi,2018-05-16 19:00:00,30.0,68.21000000000001,220.0,6.325,3.73
13223,Karachi,2018-05-16 20:00:00,31.0,55.29,0.0,0.0,3.73
13224,Karachi,2018-05-16 21:00:00,30.5,57.114999999999995,115.0,3.45,3.73
13225,Karachi,2018-05-16 22:00:00,30.0,62.25,220.0,6.9,3.73
13226,Karachi,2018-05-16 23:00:00,30.0,62.25,240.0,6.9,3.73
13227,Karachi,2018-05-17 00:00:00,31.0,57.035,270.0,7.475,3.73
13228,Karachi,2018-05-17 01:00:00,31.0,55.29,260.0,5.75,3.73
13229,Karachi,2018-05-17 02:00:00,31.0,55.29,265.0,8.625,3.73
13230,Karachi,2018-05-17 03:00:00,31.5,53.76,230.0,5.75,3.42
13231,Karachi,2018-05-17 04:00:00,33.0,52.575,220.0,5.175,3.11
13232,Karachi,2018-05-17 05:00:00,36.0,43.235,260.0,6.324999999999999,2.17
13233,Karachi,2018-05-17 06:00:00,37.0,39.54,230.0,12.075,2.33
13234,Karachi,2018-05-17 07:00:00,39.0,28.53,225.0,9.775,2.49
13235,Karachi,2018-05-17 08:00:00,39.0,25.385,225.0,13.225000000000001,3.11
13236,Karachi,2018-05-17 09:00:00,38.0,31.07,230.0,17.25,3.11
13237,Karachi,2018-05-17 10:00:00,37.0,30.8,230.0,17.825,3.42
13238,Karachi,2018-05-17 11:00:00,36.5,31.67,235.0,18.4,3.73
13239,Karachi,2018-05-17 12:00:00,36.0,32.54,245.0,17.825,3.73
13240,Karachi,2018-05-17 13:00:00,35.0,36.885,235.0,14.375,3.73
13241,Karachi,2018-05-17 14:00:00,33.0,43.61,230.0,11.5,3.73
13242,Karachi,2018-05-17 15:00:00,33.0,43.61,235.0,8.625,3.73
13243,Karachi,2018-05-17 16:00:00,33.0,43.61,220.0,11.5,3.73
13244,Karachi,2018-05-17 17:00:00,32.0,49.1,235.0,8.05,3.73
13245,Karachi,2018-05-17 18:00:00,32.0,47.620000000000005,235.0,8.05,3.73
13246,Karachi,2018-05-17 19:00:00,32.0,49.1,230.0,6.9,3.73
13247,Karachi,2018-05-17 20:00:00,32.0,46.14,270.0,14.95,3.73
13248,Karachi,2018-05-17 21:00:00,32.0,46.14,275.0,14.375,3.73
13249,Karachi,2018-05-17 22:00:00,32.0,43.34,270.0,7.475,3.73
13250,Karachi,2018-05-17 23:00:00,31.0,45.88,250.0,3.45,3.73
13251,Karachi,2018-05-18 00:00:00,31.0,48.84,255.0,9.2,3.73
13252,Karachi,2018-05-18 01:00:00,31.0,51.98,270.0,11.5,3.73
13253,Karachi,2018-05-18 02:00:00,31.0,51.98,270.0,8.05,3.73
13254,Karachi,2018-05-18 03:00:00,32.5,49.31999999999999,270.0,10.35,3.73
13255,Karachi,2018-05-18 04:00:00,33.5,45.144999999999996,295.0,9.2,3.73
13256,Karachi,2018-05-18 05:00:00,35.0,37.815,305.0,10.35,3.73
13257,Karachi,2018-05-18 06:00:00,33.0,33.894999999999996,200.0,8.625,4.97
13258,Karachi,2018-05-18 07:00:00,38.0,25.715,285.0,14.375,3.73
13259,Karachi,2018-05-18 08:00:00,36.5,39.47,220.0,14.375,3.73
13260,Karachi,2018-05-18 09:00:00,36.0,40.52,220.0,15.525,3.73
13261,Karachi,2018-05-18 10:00:00,35.5,41.705,210.0,17.825,3.73
13262,Karachi,2018-05-18 11:00:00,35.0,46.93,255.0,12.65,3.73
13263,Karachi,2018-05-18 12:00:00,33.5,49.489999999999995,250.0,12.65,3.73
13264,Karachi,2018-05-18 13:00:00,33.0,49.36,220.0,14.950000000000001,3.73
13265,Karachi,2018-05-18 14:00:00,31.5,57.155,225.0,13.8,3.73
13266,Karachi,2018-05-18 15:00:00,31.0,60.625,230.0,13.225,3.73
13267,Karachi,2018-05-18 16:00:00,31.0,62.47,240.0,11.5,3.73
13268,Karachi,2018-05-18 17:00:00,31.0,53.81,240.0,9.2,3.73
13269,Karachi,2018-05-18 18:00:00,31.0,45.88,250.0,13.8,3.73
13270,Karachi,2018-05-18 19:00:00,31.0,47.36,270.0,10.925,3.73
13271,Karachi,2018-05-18 20:00:00,31.0,45.88,270.0,11.5,3.73
13272,Karachi,2018-05-18 21:00:00,31.0,37.9,275.0,10.35,3.73
13273,Karachi,2018-05-18 22:00:00,31.0,37.9,275.0,8.05,3.73
